Catalogue No.,Lot Number,Artist Name 1,Artist Name 2,Artist Name 3,Artist Name 4,Artist Name 5,Title,Handwritten Note,Object Type,Object Notes,Inscription,Seller,Transaction,Buyer,Lot Notes,Previous Owner,Previous Sales,Post Owner,Post Sales,Present Location,Sale Date,Expert,Commissaire Pr.,Auction House,Sale Location,Lugt Number,Copyright,Year of Sale,# of instances in year,latitude/longitude,,latitude,longitude
D-200,48,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Im Wirtshaus. Tanzendes Bauernpaar, dem ein Geiger aufspielt, zwischen trinkenden und singenden Bauern. Öl auf Holz.   Bez. links unten auf einem Schemel: Molenaer. Mit schriftlichem Gutachten von Wilhelm von Bode. Höhe 38 cm, Breite 52 cm.",,Gemälde,"Öl auf Holz, 38 cm x 52 cm",,from catalog: aus Privatbesitz,"Verkauft, 1250 Reichsmark (Internationale Sammler-Zeitung, Jg. 23, Nr. 3, 1. Februar 1931, S. 32)",,,,,,,,1930 Sep 26,,,Ball (Hermann); Graupe (Paul),"Berlin, Germany",,,1930,13,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-495,208,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Apostel Paulus. Brustbild eines weißbärtigen Alten nach links in grauem Mantel, die Hand faßt den Griff des Degens. Eiche. 65X56 cm. Alter Goldrahmen. Parthey l, Nr. 2.",,Gemälde,"auf Holz, 65 cm x 56 cm",,from catalog: aus Deutschem Museumbesitz,Unbekannt,,,,,,,,1931 Jul 02,,,Helbing (Hugo),"Munich, Germany",,,1931,1,"48.1371079, 11.5753822",,48.1371079, 11.5753822
D-337,779,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Heitere musizierende Gesellschaft in bäuerlichem Räume. Rechts unten mit dem Künstlernamen bezeichnet, Eichenholz, geschnitzter G.-R. 31:28 cm.",,Gemälde,"auf Holz, 31 cm x 28 cm",,,Unbekannt,,,,,,,,1931 Feb 02 - 1931 Feb  3 (This Lot: Feb  3),,,Internationales Kunst- und Auktionshaus,"Berlin, Germany",,,1931,2,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-350,231,"MOLENAER, JAN MIENSE (Dutch)",,,,,"In der Schenke. Um eine auf einem Faß stehende Tischplatte fünf Bauern beim Kartenspiel. Undeutliche Sign, links unten. Holz. Unger. 30 : 24 cm. (Ehemals Museum Moskau.)",,Gemälde,"auf Holz, 30 cm x 24 cm",,from catalog: Ausländischer Besitz,Unbekannt,,,,,,,,1931 Feb 24,,,Internationales Kunst- und Auktionshaus,"Berlin, Germany",,,1931,3,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-398,454,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Wirtshausszenen. Gegenstücke. An einem ungedeckten Tisch Liebespaar, im Hintergrund singender Bauer und Bäuerin. Sign. Holz. G.-R. 32 : 23,5 cm. (Gegenstück zu Los 455)",,Gemälde,"auf Holz, 32 cm x 23.5 cm",,from catalog: Privatbesitz,Unbekannt,,,,,,,,1931 Apr 21,,,Internationales Kunst- und Auktionshaus,"Berlin, Germany",,,1931,4,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-398,455,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Wirtshausszenen. Gegenstücke. An einem ungedeckten Tisch Liebespaar, im Hintergrund singender Bauer und Bäuerin. Sign. Holz. G.-R. 32 : 23,5 cm. (Gegenstück zu Los 454)",,Gemälde,"auf Holz, 32 cm x 23.5 cm",,from catalog: Privatbesitz,Unbekannt,,,,,,,,1931 Apr 21,,,Internationales Kunst- und Auktionshaus,"Berlin, Germany",,,1931,5,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-455,342,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Heitere musizierende Gesellschaft in bäuerlichem Räume. Rechts unten mit dem Künstlernamen bezeichnet. Eichenholz, geschnitzter G.-R. 31 : 28 cm.",,Gemälde,"auf Holz, 31 cm x 28 cm",,from catalog: Privatbesitz,Unbekannt,,,,,,,,1931 Jun 02,,,Internationales Kunst- und Auktionshaus,"Berlin, Germany",,,1931,6,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-505,486,"MOLENAER, JAN MIENSE (Dutch)",,,,,"In der Schenke. Um eine auf einem Faß stehende Tischplatte fünf Bauern beim Kartenspiel. Undeutliche Sign, links unten. Holz. Unger. 30:24 cm. (Ehemals Museum Moskau.)",,Gemälde,"auf Holz, 30 cm x 24 cm",,,"Verkauft, 230 Reichsmark (Internationale Sammler-Zeitung, Jg. 23, Nr. 17, 1. September 1931, S. 183)",,,,,,,,1931 Aug 11,,,Internationales Kunst- und Auktionshaus,"Berlin, Germany",,,1931,7,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-576,305,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Genrebild. Alte Frau wahrsagt einer jungen Magd aus den Linien ihrer Hand. Daneben ein anderes Mädchen und links ein an einem Tische sitzendes Paar. Öl. Holz. H. 33, B. 25.5 cm.",,Gemälde,"Öl auf Holz, 33 cm x 25.5 cm",,,Unbekannt<br>Schätzpreis: 1200<br>Ausrufpreis: 600,,,,,,,,1931 Nov 25 - 1931 Nov 27 (This Lot: Nov 25),,,Kende (Albert),"Vienna, Austria",,,1931,8,"48.2083537, 16.3725042",,48.2083537, 16.3725042
D-576,306,"MOLENAER, JAN MIENSE (Dutch), zugeschrieben",,,,,"Inneres einer holländischen Dorfschule. In der Mitte der Lehrer, von einer Anzahl von Kindern umgeben. Öl. Holz. H. 33, B. 43 cm.",,Gemälde,"Öl auf Holz, 33 cm x 43 cm",,,Unbekannt<br>Schätzpreis: 600<br>Ausrufpreis: 300,,,,,,,,1931 Nov 25 - 1931 Nov 27 (This Lot: Nov 25),,,Kende (Albert),"Vienna, Austria",,,1931,9,"48.2083537, 16.3725042",,48.2083537, 16.3725042
D-579,676,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Die Spieler. Um grüngedeckten Tisch herum gruppieren sich vier Männer bei einem Brettspiel. Im Hintergrund vor einem Kamin drei andere Männer. Öl auf Holz. H. 19,5, B. 20,5. Sammlung Suermondt, Aachen.",,Gemälde,"Öl auf Holz, 19.5 cm x 20.5 cm",,from catalog: Die Gesamten Bestände der  bekannten Kunsthandlung Malmedé & Geissendörfer,Unbekannt,,,,,,,,1931 Nov 26 - 1931 Nov 28 (This Lot: Nov 28),,,Lempertz (Math.),"Cologne, Germany",,,1931,10,"50.938361, 6.959974",,50.938361, 6.959974
D-518,294,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Landschaft mit figürlicher Staffage. Rechts eine Gruppe von Bauern, in der Mitte Bauer, der zwei Kühe durch einen Bach treibt. Links Ruine, weidende Kühe und Bauern. Wolkiger Himmel. Holz: 36 : 60 cm.",,Gemälde,"auf Holz, 36 cm x 60 cm",,"from catalog: Berliner Großindustrieller, Berlin W 10, Hohenzollernstr. 9",Unbekannt,,,,,,,,1931 Sep 24 - 1931 Sep 25,,,Auktionshaus des Westens,"Berlin, Germany",,,1931,11,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-663,22,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Wirtshaus-Interieur mit zahlreicher zechender Gesellschaft. Links vorn Musikantenpaar, Öl auf Holz. H. 37 cm, Br. 56 cm.",,Gemälde,"Öl auf Holz, 37 cm x 56 cm",,,Unbekannt,,,,,,,,1932 Feb 26 - 1932 Feb 27 (This Lot: Feb 26),,,Ball (Hermann); Graupe (Paul),"Berlin, Germany",,,1932,1,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-933,135,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Musizierende Gesellschaft, Öl auf Holz. H. 50 cm, Br. 76 cm. Aus dem Museum der schönen Künste, Moskau.",,Gemälde,"Öl auf Holz., 50 cm x 76 cm",,,"Verkauft, 900 Reichsmark (Weltkunst, Jg. VII, Nr. 4, 22. Januar 1933, S. 3)",,,,,,,,1932 Dec 10,,,Ball (Hermann); Graupe (Paul),"Berlin, Germany",,,1932,2,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-691,33,"MOLENAER, JAN MIENSE (Dutch)",,,,,Singende Bauern in der Schenke. Öl auf Holz. 50 : 37 cm. Sammlung Miller von Aichholz.,,Gemälde,"Öl auf Holz, 50 cm x 37 cm",,,"Verkauft, 1700 Österreichische Schilling (Internationale Sammler-Zeitung, Jg. 24, Nr. 7, 1. April 1932, S. 60)<br>Schätzpreis: 3500<br>Ausrufpreis: 800",,,,,,,,1932 Mar 21 - 1932 Mar 23 (This Lot: Mar 21),,,Dorotheum,"Vienna, Austria",,,1932,3,"48.2083537, 16.3725042",,48.2083537, 16.3725042
D-769,127,"MOLENAER, JAN MIENSE (Dutch), Manier",,,,,"Bauernschenke. H. 23 cm, Br. 30 cm. Öl auf Holz.",,Gemälde,"Öl auf Holz, 23 cm x 30 cm",,from catalog: Prinz Heinrich von Preussen,"Verkauft, 76 Reichsmark (Weltkunst, Jg. VI, Nr. 31, 31. Juli 1932, S. 4)",,,,,,,,1932 Jun 06 - 1932 Jun  7 (This Lot: Jun  6),,,Graupe (Paul),"Berlin, Germany",,,1932,4,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-769,128,"MOLENAER, JAN MIENSE (Dutch), Manier",,,,,"Bauernschenke. Öl auf Holz. H. 46 cm, Br. 53 cm.",,Gemälde,"Öl auf Holz, 46 cm x 53 cm",,from catalog: Prinz Heinrich von Preussen,"Verkauft, 40 Reichsmark (Weltkunst, Jg. VI, Nr. 31, 31. Juli 1932, S. 4)",,,,,,,,1932 Jun 06 - 1932 Jun  7 (This Lot: Jun  6),,,Graupe (Paul),"Berlin, Germany",,,1932,5,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-784,26,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Die Wahrsagerin. Vor einem Haus vier Personen, denen eine Zigeunerin wahrsagt. Ein Zigeunerkind bestiehlt eine der Bäuerinnen. Bez.: Jan. molenaar. - Holz, 34X29 cm. G. R.",,Gemälde,"auf Holz, 34 cm x 29 cm",,from catalog: aus Privatbesitz,"Verkauft, 155 Reichsmark (Internationale Sammler-Zeitung, Jg. 24, Nr. 14-15, 15. Juli 1932, S. 140)",,,,,,,,1932 Jun 21 - 1932 Jun 23 (This Lot: Jun 21),,,Helbing (Hugo),"Frankfurt, Germany",,,1932,6,"50.1106444, 8.6820917",,50.1106444, 8.6820917
D-634,509,"MOLENAER, JAN MIENSE (Dutch)",,,,,Zechende Bauern. Sign. Holz. G.-R. 25 :21 cm. Abbildung Tafel 2,,Gemälde,"auf Holz, 25 cm x 21 cm",,,Unbekannt,,,,,,,,1932 Jan 12,,,Internationales Kunst- und Auktionshaus,"Berlin, Germany",,,1932,7,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-723,594,"MOLENAER, JAN MIENSE (Dutch)",,,,,Die Bauernhochzeit. Sign. Holz. S. R. 34 : 47 cm.,,Gemälde,"auf Holz, 34 cm x 47 cm",,,"Verkauft, 400 Reichsmark (Weltkunst, Jg. VI, Nr. 23, 5. Juni 1932, S. 4)",,,,,,,,1932 Apr 27,,,Internationales Kunst- und Auktionshaus,"Berlin, Germany",,,1932,8,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-685,197,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Häusliche Szene. Eine Frau, an einem Tisch sitzend, kämmt ihr kleines Mädchen; links am Kamin stochert ein sitzendes Mädchen in den Kohlen. Holz. Rund. Durchm. 37 cm. Geschnitzter G.-R. Ausgestellt Berlin, Akademie, Kaiser-Friedrich-Museums-Verein 1925, Nr. 255.",[Unleserlich] [JPGM],Gemälde,"auf Holz, 37 cm",,from catalog: Adolf Wollenberg (Berlin),"Verkauft, 3050 Reichsmark (Weltkunst, Jg. VI, Nr. 13, 27. März 1932, S. 4)",,,,,,,,1932 Mar 17,,,Lepke (Rudolph),"Berlin, Germany",,,1932,9,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-732,76,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Interieur mit sechs Bauern, die singen, spielen und trinken. Zwei sitzen vorn auf einer Bank, drei stehen dahinter, der sechste sitzt in der Ecke links. Eichenholz, 35X26 cm. G. R.",,Gemälde,"auf Holz, 35 cm x 26 cm",,from catalog: aus Privatbesitz,Unbekannt,,,,,,,,1932 May 03 - 1932 May  4 (This Lot: May  3),,,Helbing (Hugo),"Frankfurt, Germany",,,1932,10,"50.1106444, 8.6820917",,50.1106444, 8.6820917
D-693,106,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Das Pantoffelspiel. In der Mitte ein sitzendes junges Mädchen, dem eine Alte den Pantoffel ausgezogen hat. Als Zuschauer sitzende und stehende Bauern und Bäuerinnen. Holz. Bez.: J. Molenaer. 48,5X64,5 cm. G.-R. Tafel XV",,Gemälde,"auf Holz, 48.5 cm x 64.5 cm",,from catalog: aus Privatbesitz,"Verkauft, 500 Reichsmark (Weltkunst, Jg. VI, Nr. 14, 3. April 1932, S. 4)",,,,,,,,1932 Mar 22,,,Helbing (Hugo),"Munich, Germany",,,1932,11,"48.1371079, 11.5753822",,48.1371079, 11.5753822
D-693,107,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Die Musikanten. Um einen Tisch gruppiert zwei Schalmeibläser, ein Flötist und ein singendes altes Paar. Bauernstube. Auf der Tischzarge bez. J. Molenaer. Holz. 32X27 cm. G.-R.",,Gemälde,"auf Holz, 32 cm x 27 cm",,from catalog: aus Privatbesitz,"Verkauft, 150 Reichsmark (Weltkunst, Jg. VI, Nr. 14, 3. April 1932, S. 4)",,,,,,,,1932 Mar 22,,,Helbing (Hugo),"Munich, Germany",,,1932,12,"48.1371079, 11.5753822",,48.1371079, 11.5753822
D-849,29,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Wein, Weib und Gesang. In einer Schenke sitzen drei Bauern mit einer Frau, zechend und singend. Vorne auf einer Bank sitzend begleitet der eine den Gesang auf einer Geige. Unter der Bank auf einem Kästchen liegt die Hauskatze. Rechts auf der Tonne, auf welcher ein Tiegel mit den glimmenden Kohlen steht, die undeutliche Signatur. Öl auf Holz. H. 29,5, B. 22,5.",,Gemälde,"auf Holz, 29.5 cm x 22.5 cm",,from catalog: aus Privatbesitz,Unbekannt,,,,,,,,1932 Oct 15,,,Schönemann,"Düsseldorf, Germany",,,1932,13,"51.2254018, 6.7763137",,51.2254018, 6.7763137
D-808,248,"MOLENAER, JAN MIENSE (Dutch)",,,,,Zechende Bauern. Sechsfigurige Gruppe in einer dunklen Scheune. Signiert. Holz. 29X24 cm. G.-R.,,Gemälde,"auf Holz, 29 cm x 24 cm",,from catalog: aus Privat- und Museumsbesitz,"Verkauft, 74 Reichsmark (JPGM)",from catalog: Mehl (JPGM),,,,,,,1932 Aug 11 - 1932 Aug 12 (This Lot: Aug 11),,,Helbing (Hugo),"Munich, Germany",,,1932,14,"48.1371079, 11.5753822",,48.1371079, 11.5753822
D-867,152,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Das Tischgebet. In einer Bauernstube sitzt links unter einem Fenster eine Familie beim Gebet. Auf dem Tisch liegt Brot und eine Kanne. Bezeichnet. Goldrahmen. Holz. Höhe 24, Breite 23 cm",,Gemälde,"auf Holz, 24 cm x 23 cm",,from catalog: aus Privatbesitz,Unbekannt<br>Ausrufpreis: 40,,,,,,,,1932 Oct 27 - 1932 Oct 28 (This Lot: Oct 27),,,Creutzer (Anton),"Aachen, Germany",,,1932,15,"50.776351, 6.083862",,50.776351, 6.083862
D-1050,11,"MOLENAER, JAN MIENSE (Dutch), Stil",,,,,Der Dorfbader. Öl auf Holz. 25 : 33 cm.,,Gemälde,"Öl auf Holz, 25 cm x 33cm",,from catalog: Nachlass C. J. Wawra,Unbekannt<br>Schätzpreis: 1200<br>Ausrufpreis: 600,,"Die nicht mit Sternchen bezeichneten Gegenstände werden zufolge Beschlusses des Handelsgerichtes Wien, vom 21. Jänner 1933, Zahl S 136/32/86 und des Exekutionsgerichtes Wien, Zahl 12 E 2703/33 und Zahl 12 E 7192/32, versteigert. Die Schätz- und Rufpreise dieser Objekte sind von den gerichtlich beeideten Sachverständigen Dr. Otto Fröhlich und Richard Leitner festgesetzt.",,,,,,1933 May 06,,,Dorotheum,"Vienna, Austria",,,1933,1,"48.2083537, 16.3725042",,48.2083537, 16.3725042
D-1132,522,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Bauernhochzeit. Im Mittelgrund Hochzeitstafel, davor tanzendes Bauernpaar, rechts Kindergruppe, links oben im Hintergrund ein Dudelsackpfeifer. Holz, Höhe 63 X 32 cm.",,Gemälde,"auf Holz, 63 cm x 32 cm",,from catalog: aus Privatbesitz,Unbekannt,,,,,,,,1933 Aug 31 - 1933 Sep  2 (This Lot: Aug 31),,,Fischer,"Luzern, Switzerland",,,1933,2,"47.0505452, 8.3054682",,47.0505452, 8.3054682
D-960,452,"MOLENAER, JAN MIENSE (Dutch), Manier",,,,,Bauern im Wirtshaus. Sieben Männer um einen länglichen Tisch gruppiert. Lwd. 54X43 cm. H.*R.,,Gemälde,"auf Leinwand, 54 cm x 43 cm",,"from catalog: aus Deutschem und Oesterreichischem Adelsbesitz, aus Schwedischem, Norddeutschem u. a. Besitz","Verkauft, 200 Reichsmark (JPGM)",from catalog: Borchardt (JPGM),,,,,,,1933 Jan 20 - 1933 Jan 21 (This Lot: Jan 20),,,Helbing (Hugo),"Munich, Germany",,,1933,3,"48.1371079, 11.5753822",,48.1371079, 11.5753822
D-1125,366,"MOLENAER, JAN MIENSE (Dutch)",,,,,Unterhaltung am Kamin. Holz. G.-R. 30 : 25 cm.,,Gemälde,"auf Holz, 30 cm x 25 cm",,,Unbekannt,,,,,,,,1933 Aug 01,,,Internationales Kunst- und Auktionshaus,"Berlin, Germany",,,1933,4,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-1097,31,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Interieur eines Gasthauses. Rechts im Vordergrunde ein tanzendes Paar, links auf einer Bank ein Musikant, einige Bauern klatschen den Takt mit den Händen. Öl auf Holz, etwa 38X52 cm. Schriftliches Gutachten von Exzellenz von Bode. Das Bild ist außerdem vollsigniert. Abbildung Tafel 8.",,Gemälde,"Öl auf Holz, 38 cm x 52 cm",,from catalog: aus Privatbesitz,Unbekannt,,,,,,,,1933 Jun 20,,,Keller & Reiner,"Berlin, Germany",,,1933,5,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-998,104,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Bauernbelustigung in einer Wirtshausstube. Tanzende und zechende Personen einzeln und in Gruppen. Öl auf Leinwand. H. 39, B. 50.",,Gemälde,"auf Leinwand, 39 cm x 50 cm",,from catalog: aus Privatbesitz,Unbekannt,,,,,,,,1933 Mar 16,,,Lempertz (Math.),"Cologne, Germany",,,1933,6,"50.938361, 6.959974",,50.938361, 6.959974
D-1006,42,"MOLENAER, JAN MIENSE (Dutch)",,,,,"TRINKER IM WIRTSHAUS. Vor dem Kamin ein Tisch mit Bauern, von denen der eine in roten Ärmeln und weißen Beinkleidern sich zurücklehnt, um in einen Bierkrug hineinzuschauen. Im Hintergrund ein zweiter Tisch mit Kartenspielern. Lwd. Gr. 76X63 cm. Alter brauner Holz-R.",,Gemälde,"auf Leinwand, 76 cm x 63 cm",,from catalog: A. W. Sjöstrand (Stockholm),Unbekannt,,,,,,,,1933 Mar 21 - 1933 Mar 22 (This Lot: Mar 21),,,Lepke (Rudolph),"Berlin, Germany",,,1933,7,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-995,82,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Küstenszene, Ölg. (Expertise von Hofstede de Groot)",,Gemälde,Öl,,from catalog: Artur und Katharina Wolf (Gräfin Attems),Unbekannt<br>Ausrufpreis: 500,,,,,,,,1933 Mar 14 - 1933 Mar 16 (This Lot: Mar 14),,,Fischer (J.),"Vienna, Austria",,,1933,8,"48.2083537, 16.3725042",,48.2083537, 16.3725042
D-1227,368,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Ländliche Gesellschaft vor einem Gehöft, Öl auf Holz. H. 71 cm, Br. 91 cm.",,Gemälde,"Öl auf Holz, 71 cm x 91 cm",,,"Verkauft, 320 Reichsmark (Weltkunst, Jg. VIII, Nr. 6, 11. Februar 1934, S. 3)",,,,,,,,1934 Jan 29 - 1934 Jan 30 (This Lot: Jan 29),,,Graupe (Paul),"Berlin, Germany",,,1934,1,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-1341,14,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Holländischer Bauernschmaus.  In einem scheunenartigen, weiten Raum mit offenem Dachstuhl fitzen um einen Tisch zechende, singende und musizierende Bauerngestalten in turbulenter Fröhlichkeit; rechts vorn, an einem Faß, läßt fleh eine Frau in weißer Bluse und grünem Rock von einem Mann ihren Römer füllen, Öl auf Leinwand. Bezeichnet auf dem Faß: Jan Mienze Molenaer. H. 5 5 cm, Br. 69 cm. Tafel 8.",,Gemälde,"Öl auf Leinwand, 55 cm x 69 cm",,from catalog: P. H. Berlin,"Verkauft, 2150 Reichsmark (Weltkunst, Jg. VIII, Nr. 26, 1. Juli 1934, S. 3)<br>Schätzpreis: 2000 (JPGM)",,,,,,,,1934 Jun 25 - 1934 Jun 26 (This Lot: Jun 25),,,Graupe (Paul),"Berlin, Germany",,,1934,2,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-1341,114,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Holländische Dorfschule.   Figurenreiche Darstellung,  Öl auf Holz. Bezeichnet links unten: J. Molenaer. H. 6z cm, Br. 60,5 cm.",,Gemälde,"Öl auf Holz, x 60.5 cm",,,"Verkauft, 160 Reichsmark (Weltkunst, Jg. VIII, Nr. 26, 1. Juli 1934, S. 3)<br>Schätzpreis: 300 (JPGM)",,,,,,,,1934 Jun 25 - 1934 Jun 26 (This Lot: Jun 25),,,Graupe (Paul),"Berlin, Germany",,,1934,3,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-1348,81,"MOLENAER, JAN MIENSE (Dutch), zugeschrieben",,,,,"Quacksalber, auf einem umgestülpten Trog stehend, vor einem ländlichen Wirtshaus, preist den um ihn herumstehenden Bauern seine Tränklein an. Holz. 28 X 25 cm.",,GEMÄLDE,"auf Holz, 28 cm x 25 cm",,,Unbekannt,,,,,,,,1934 Jun 27,,,Hahn (Heinrich),"Frankfurt, Germany",,,1934,4,"50.1106444, 8.6820917",,50.1106444, 8.6820917
D-1225,119,"MOLENAER, JAN MIENSE (Dutch), Manier",,,,,Zechergruppe. Lwd. auf Holz aufgeklebt. S. R. 11 : 11 cm.,,Gemälde,"auf Leinwand, 11 cm x 11 cm",,,Unbekannt,,,,,,,,1934 Jan 24,,,Internationales Kunst- und Auktionshaus,"Berlin, Germany",,,1934,5,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-1276,161,"MOLENAER, JAN MIENSE (Dutch), Manier",,,,,Bauernfamilie im Innern eines Hauses. Holz S. R. 31 : 27 cm.,,Gemälde,"auf Holz, 31 cm x 27 cm",,from catalog: Dr. Wassermann,Unbekannt,,,,,,,,1934 Apr 21,,,Internationales Kunst- und Auktionshaus,"Berlin, Germany",,,1934,6,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-1387,113,"MOLENAER, JAN MIENSE (Dutch)",,,,,"BÜRGERLICHE LUSTBARKEITEN. Zahlreiche Gesellschaft bei Tanz, Musik und Unterhaltung in großen Zimmern. Lwd. Gr. je 67X80 cm. G.-R. Gegenstücke. (Gegenstück zum Los 114)",,Gemälde,"auf Leinwand, 67 cm x 80 cm",,from catalog: Privatbesitz,"Verkauft, 520 Reichsmark für die Lose 113 und 114 (Internationale Sammler-Zeitung, Jg. 26, Nr. 17/18, 1. Dezember 1934, S. 139)",,,,,,,,1934 Oct 24,,,Lepke (Rudolph),"Berlin, Germany",,,1934,7,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-1387,114,"MOLENAER, JAN MIENSE (Dutch)",,,,,"BÜRGERLICHE LUSTBARKEITEN. Zahlreiche Gesellschaft bei Tanz, Musik und Unterhaltung in großen Zimmern. Lwd. Gr. je 67X80 cm. G.-R. Gegenstücke. (Gegenstück zum Los 113)",,Gemälde,"auf Leinwand, 67 cm x 80 cm",,from catalog: Privatbesitz,"Verkauft, 520 Reichsmark für die Lose 113 und 114 (Internationale Sammler-Zeitung, Jg. 26, Nr. 17/18, 1. Dezember 1934, S. 139)",,,,,,,,1934 Oct 24,,,Lepke (Rudolph),"Berlin, Germany",,,1934,8,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-1251,1001,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Interieur. Frauen und Männer vor einem Tisch mit Gold- und Silberstücken. Oel auf Holz. Goldrahmen. 0,30x0,25 m. Bez.",,Gemälde,"Öl auf Holz, 30 cm x 25 cm",,from catalog: aus Privatbesitz,Unbekannt,,,,,,,,1934 Mar 09 - 1934 Mar 12 (This Lot: Mar 12),,,Menna (Franz),"Cologne, Germany",,,1934,9,"50.938361, 6.959974",,50.938361, 6.959974
D-1340,29,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Hochzeitsgesellschaft. Landleute beim Hochzeitsschmaus, Öl auf Holz. H. 38 cm, Br. 58 cm.",,Gemälde,"Öl auf Holz, 38 cm x 58 cm",,"from catalog: Kom.-Rat Bernhard Albert Mayer, Mainz","Verkauft, 510 Reichsmark (Weltkunst, Jg. VIII, Nr. 26, 1. Juli 1934, S. 3)<br>Schätzpreis: 1000 (JPGM)",,,,,,,,1934 Jun 25,,,Graupe (Paul),"Berlin, Germany",,,1934,10,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-1247,958,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Sitzender Knabe mit Krug. Tuschzeichnung.   11,5:15 cm.",,Zeichnung,"Tusche, 11.5 cm x 15 cm",,from catalog: aus Privatbesitz,Unbekannt<br>Schätzpreis: 20,,,,,,,,1934 Mar 02 - 1934 Mar  3 (This Lot: Mar  3),,,Perl (Max),"Berlin, Germany",,,1934,11,"52.5170365, 13.3888599",,52.5170365, 13.3888599
D-1269,54,"MOLENAER, JAN MIENSE (Dutch), Manier",,,,,"Kartenspielende Gesellschaft von Männern und Frauen in großer holländischer Küche. Öl auf Holz. H. 63, B. 47 cm.",,Gemälde,"Öl auf Holz, 63 cm x 47 cm",,,Unbekannt,,,,,,,,1934 Apr 14,,,Lempertz (Math.),"Cologne, Germany",,,1934,12,"50.938361, 6.959974",,50.938361, 6.959974
D-1515,52,"MOLENAER, JAN MIENSE (Dutch)",,,,,"Zwei betrunkene randalierende Bauern an einem Wirtshaustisch. Ein dritter Mann sitzt rauchend hinter dem Tisch, ein vierter tritt zu einer hinteren Tür herein. Rechts an der vorderen Tischzarge die Signatur, Öl auf Holz. H. 30, B. 25 cm. Abbildung Tafel 5.",,Gemälde,"Öl auf Holz, 30 cm x 25 cm",,from catalog: aus Privatbesitz,"Verkauft, 160 Reichsmark (Weltkunst, Jg. IX, Nr. 27/28, 14. Juli 1935, S. 5)",,,,,,,,1935 Apr 13,,,Lempertz (Math.),"Cologne, Germany",,,1935,1,"50.938361, 6.959974",,50.938361, 6.959974
